score,safra,percentil,group_ab,group_xy,score_percentil,count,percent,score_baseline,count_baseline,percent_baseline
score_ext_1,202304,85,A,X,845,67,15.990453460620524,859,58,13.842482100238662
score_ext_1,202304,85,A,Y,846,166,15.824594852240228,842,168,16.015252621544327
score_ext_1,202304,30,B,Y,333,741,69.77401129943502,287,785,73.91713747645952
score_ext_1,202304,95,B,Y,937,66,6.214689265536723,933,68,6.4030131826742
score_ext_1,202304,40,B,Y,433,645,60.73446327683616,389,687,64.68926553672316
score_ext_1,202304,100,B,X,999,1,0.2242152466367713,999,1,0.2242152466367713
score_ext_1,202304,75,B,Y,762,273,25.70621468926554,730,307,28.907721280602637
score_ext_1,202304,70,B,Y,712,329,30.97928436911488,682,370,34.83992467043315
score_ext_1,202304,80,B,Y,800,222,20.903954802259886,780,246,23.163841807909606
score_ext_1,202304,30,A,Y,301,735,70.06673021925643,309,727,69.30409914204004
score_ext_1,202304,50,A,Y,498,533,50.81029551954243,499,531,50.619637750238326
score_ext_1,202304,100,B,Y,1000,1,0.09416195856873823,1000,1,0.09416195856873823
score_ext_1,202304,95,A,X,937,26,6.205250596658711,947,21,5.011933174224343
score_ext_1,202304,80,A,Y,794,218,20.781696854146805,793,219,20.877025738798856
score_ext_1,202304,90,B,Y,887,119,11.20527306967985,880,126,11.864406779661017
score_ext_1,202304,95,A,Y,954,63,6.005719733079123,941,72,6.863679694947569
score_ext_1,202304,80,B,X,761,94,21.076233183856502,777,76,17.040358744394617
score_ext_1,202304,80,A,X,806,87,20.763723150357997,808,86,20.52505966587112
score_ext_1,202304,50,B,X,476,227,50.89686098654709,485,222,49.775784753363226
score_ext_1,202304,75,A,Y,744,270,25.738798856053386,743,271,25.83412774070543
score_ext_1,202304,10,B,X,114,406,91.03139013452915,90,421,94.39461883408072
score_ext_1,202304,75,A,X,755,109,26.014319809069214,760,107,25.53699284009546
score_ext_1,202304,60,B,X,572,182,40.80717488789238,593,160,35.874439461883405
score_ext_1,202304,60,A,X,572,172,41.05011933174224,596,160,38.18615751789976
score_ext_1,202304,100,A,Y,1000,1,0.09532888465204957,1000,1,0.09532888465204957
score_ext_1,202304,90,B,X,856,49,10.986547085201794,886,41,9.192825112107624
score_ext_1,202304,40,A,X,371,254,60.62052505966587,382,249,59.427207637231504
score_ext_1,202304,20,B,Y,213,853,80.3201506591337,192,875,82.39171374764595
score_ext_1,202304,10,A,Y,98,943,89.89513822688274,104,934,89.03717826501429
score_ext_1,202304,10,B,Y,91,962,90.58380414312617,98,953,89.73634651600754
score_ext_1,202304,70,B,X,642,138,30.94170403587444,676,125,28.02690582959641
score_ext_1,202304,20,B,X,198,356,79.82062780269058,183,363,81.39013452914799
score_ext_1,202304,85,B,X,806,72,16.143497757847534,824,61,13.67713004484305
score_ext_1,202304,70,A,Y,690,322,30.695900857959963,690,322,30.695900857959963
score_ext_1,202304,75,B,X,721,116,26.00896860986547,722,115,25.784753363228702
score_ext_1,202304,85,B,Y,846,169,15.913370998116761,832,186,17.51412429378531
score_ext_1,202304,10,A,X,88,379,90.45346062052506,93,378,90.21479713603819
score_ext_1,202304,40,B,X,386,272,60.98654708520179,387,270,60.53811659192825
score_ext_1,202304,60,A,Y,597,426,40.61010486177312,598,424,40.41944709246902
score_ext_1,202304,50,A,X,474,212,50.59665871121718,506,195,46.53937947494033
score_ext_1,202304,90,A,X,885,46,10.978520286396181,902,38,9.069212410501192
score_ext_1,202304,100,A,X,999,1,0.23866348448687352,1000,0,0.0
score_ext_1,202304,70,A,X,697,130,31.026252983293556,708,124,29.594272076372313
score_ext_1,202304,90,A,Y,891,115,10.9628217349857,893,111,10.581506196377502
score_ext_1,202304,20,A,X,182,336,80.1909307875895,194,331,78.99761336515513
score_ext_1,202304,30,B,X,283,314,70.4035874439462,297,309,69.28251121076234
score_ext_1,202304,60,B,Y,631,429,40.3954802259887,578,484,45.5743879472693
score_ext_1,202304,95,B,X,925,28,6.278026905829597,931,25,5.605381165919283
score_ext_1,202304,40,A,Y,399,631,60.15252621544328,402,628,59.86653956148713
score_ext_1,202304,30,A,X,266,298,71.1217183770883,287,293,69.92840095465394
score_ext_1,202304,50,B,Y,531,537,50.56497175141242,487,594,55.932203389830505
score_ext_1,202304,20,A,Y,193,840,80.07626310772163,208,828,78.93231649189704
