score,safra,percentil,group_ab,group_xy,score_percentil,count,percent,score_baseline,count_baseline,percent_baseline
score_final,202304,85,A,Y,453,170,16.08325449385052,842,0,0.0
score_final,202304,85,A,X,432,68,16.07565011820331,859,0,0.0
score_final,202304,30,B,Y,52,751,70.12138188608776,287,395,36.881419234360415
score_final,202304,95,B,Y,576,65,6.069094304388422,933,0,0.0
score_final,202304,40,B,Y,127,653,60.97105508870215,389,247,23.062558356676004
score_final,202304,100,B,X,719,1,0.22271714922048996,999,0,0.0
score_final,202304,75,B,Y,371,277,25.86367880485528,730,1,0.09337068160597572
score_final,202304,70,B,Y,330,332,30.99906629318394,682,7,0.6535947712418301
score_final,202304,30,A,Y,28,737,69.72563859981078,309,350,33.11258278145696
score_final,202304,80,B,Y,411,226,21.101774042950513,780,0,0.0
score_final,202304,50,A,Y,174,532,50.331125827814574,499,126,11.920529801324504
score_final,202304,100,B,Y,737,1,0.09337068160597572,1000,0,0.0
score_final,202304,80,A,Y,411,222,21.002838221381268,793,0,0.0
score_final,202304,95,A,X,547,27,6.382978723404255,947,0,0.0
score_final,202304,95,A,Y,573,63,5.960264900662252,941,0,0.0
score_final,202304,90,B,Y,510,121,11.297852474323063,880,0,0.0
score_final,202304,80,B,X,373,95,21.158129175946545,777,0,0.0
score_final,202304,80,A,X,394,89,21.04018912529551,808,1,0.2364066193853428
score_final,202304,50,B,X,183,226,50.33407572383074,485,45,10.022271714922049
score_final,202304,75,A,Y,365,274,25.922421948912017,743,4,0.3784295175023652
score_final,202304,10,B,X,0,449,100.0,90,283,63.02895322939867
score_final,202304,75,A,X,368,110,26.004728132387704,760,1,0.2364066193853428
score_final,202304,60,B,X,243,184,40.97995545657015,593,10,2.2271714922048997
score_final,202304,60,A,X,238,174,41.13475177304964,596,15,3.546099290780142
score_final,202304,100,A,Y,792,1,0.0946073793755913,1000,0,0.0
score_final,202304,90,B,X,481,49,10.913140311804009,886,0,0.0
score_final,202304,40,A,X,92,258,60.99290780141844,382,99,23.404255319148938
score_final,202304,20,B,Y,0,1071,100.0,192,559,52.194211017740436
score_final,202304,10,A,Y,0,1057,100.0,104,632,59.7918637653737
score_final,202304,10,B,Y,0,1071,100.0,98,698,65.17273576097105
score_final,202304,70,B,X,313,139,30.957683741648108,676,3,0.6681514476614699
score_final,202304,20,B,X,0,449,100.0,183,226,50.33407572383074
score_final,202304,85,B,X,405,72,16.035634743875278,824,0,0.0
score_final,202304,70,A,Y,332,324,30.65279091769158,690,12,1.1352885525070955
score_final,202304,75,B,X,337,117,26.057906458797326,722,0,0.0
score_final,202304,85,B,Y,461,172,16.059757236227824,832,0,0.0
score_final,202304,60,A,Y,252,434,41.05960264900662,598,46,4.351939451277199
score_final,202304,40,B,X,98,274,61.02449888641426,387,84,18.70824053452116
score_final,202304,10,A,X,0,423,100.0,93,257,60.7565011820331
score_final,202304,50,A,X,177,216,51.06382978723404,506,40,9.456264775413711
score_final,202304,90,A,X,480,47,11.11111111111111,902,0,0.0
score_final,202304,100,A,X,811,1,0.2364066193853428,1000,0,0.0
score_final,202304,70,A,X,334,131,30.969267139479907,708,2,0.4728132387706856
score_final,202304,90,A,Y,523,115,10.879848628192999,893,0,0.0
score_final,202304,20,A,X,0,423,100.0,194,205,48.46335697399527
score_final,202304,30,B,X,33,316,70.37861915367483,297,147,32.73942093541203
score_final,202304,60,B,Y,260,441,41.17647058823529,578,62,5.788982259570495
score_final,202304,95,B,X,543,28,6.23608017817372,931,0,0.0
score_final,202304,40,A,Y,96,639,60.45411542100284,402,232,21.948912015137182
score_final,202304,30,A,X,33,296,69.97635933806147,287,155,36.64302600472813
score_final,202304,20,A,Y,0,1057,100.0,208,486,45.97918637653737
score_final,202304,50,B,Y,198,547,51.07376283846872,487,141,13.165266106442578
