score,safra,percentil,group_ab,group_xy,score_percentil,count,percent,score_baseline,count_baseline,percent_baseline
score_final,202304,10,B,TODOS,0,1520,100.0,98,972,63.94736842105263
score_final,202304,20,B,TODOS,0,1520,100.0,192,777,51.11842105263158
score_final,202304,30,B,TODOS,41,1071,70.46052631578948,287,548,36.05263157894737
score_final,202304,40,B,TODOS,125,914,60.131578947368425,389,330,21.710526315789476
score_final,202304,50,B,TODOS,197,765,50.32894736842105,487,185,12.171052631578947
score_final,202304,60,B,TODOS,260,617,40.5921052631579,578,74,4.868421052631579
score_final,202304,70,B,TODOS,324,465,30.592105263157894,682,9,0.5921052631578948
score_final,202304,75,B,TODOS,358,397,26.11842105263158,730,1,0.06578947368421052
score_final,202304,80,B,TODOS,393,318,20.92105263157895,780,0,0.0
score_final,202304,85,B,TODOS,449,241,15.855263157894736,832,0,0.0
score_final,202304,90,B,TODOS,506,167,10.986842105263158,880,0,0.0
score_final,202304,95,B,TODOS,558,92,6.052631578947368,933,0,0.0
score_final,202304,100,B,TODOS,737,1,0.06578947368421052,1000,0,0.0
score_final,202304,10,A,TODOS,0,1480,100.0,104,885,59.797297297297305
score_final,202304,20,A,TODOS,0,1480,100.0,208,684,46.21621621621622
score_final,202304,30,A,TODOS,26,1041,70.33783783783784,309,493,33.31081081081081
score_final,202304,40,A,TODOS,101,888,60.0,402,315,21.283783783783782
score_final,202304,50,A,TODOS,176,745,50.33783783783784,499,167,11.283783783783784
score_final,202304,60,A,TODOS,253,601,40.60810810810811,598,61,4.121621621621622
score_final,202304,70,A,TODOS,332,456,30.810810810810814,690,14,0.945945945945946
score_final,202304,75,A,TODOS,367,383,25.87837837837838,743,5,0.33783783783783783
score_final,202304,80,A,TODOS,406,310,20.945945945945947,793,1,0.06756756756756757
score_final,202304,85,A,TODOS,450,235,15.878378378378377,842,0,0.0
score_final,202304,90,A,TODOS,509,162,10.945945945945947,893,0,0.0
score_final,202304,95,A,TODOS,565,91,6.148648648648649,941,0,0.0
score_final,202304,100,A,TODOS,811,1,0.06756756756756757,1000,0,0.0
