score,safra,percentil,group_ab,group_xy,score_percentil,count,percent,score_baseline,count_baseline,percent_baseline
score_final,202304,10,TODOS,TODOS,0,3000,100.0,104,1839,61.3
score_final,202304,20,TODOS,TODOS,0,3000,100.0,208,1426,47.53333333333333
score_final,202304,30,TODOS,TODOS,38,2095,69.83333333333334,309,997,33.233333333333334
score_final,202304,40,TODOS,TODOS,107,1826,60.86666666666667,402,623,20.766666666666666
score_final,202304,50,TODOS,TODOS,183,1530,51.0,499,339,11.3
score_final,202304,60,TODOS,TODOS,258,1214,40.46666666666667,598,115,3.833333333333333
score_final,202304,70,TODOS,TODOS,326,926,30.866666666666664,690,22,0.7333333333333333
score_final,202304,75,TODOS,TODOS,361,781,26.033333333333335,743,5,0.16666666666666669
score_final,202304,80,TODOS,TODOS,403,622,20.733333333333334,793,1,0.03333333333333333
score_final,202304,85,TODOS,TODOS,449,476,15.866666666666667,842,0,0.0
score_final,202304,90,TODOS,TODOS,507,329,10.966666666666667,893,0,0.0
score_final,202304,95,TODOS,TODOS,563,180,6.0,941,0,0.0
score_final,202304,100,TODOS,TODOS,811,1,0.03333333333333333,1000,0,0.0
