score,safra,percentil,group_ab,group_xy,score_percentil,count,percent,score_baseline,count_baseline,percent_baseline
score_final,202305,40,TODOS,X,100,542,60.28921023359288,382,208,23.136818687430477
score_final,202305,95,TODOS,X,538,54,6.0066740823136815,947,0,0.0
score_final,202305,70,TODOS,Y,324,647,30.79485959067111,690,14,0.666349357448834
score_final,202305,80,TODOS,Y,403,436,20.752022846263685,793,1,0.047596382674916705
score_final,202305,75,TODOS,X,357,234,26.028921023359285,760,1,0.11123470522803114
score_final,202305,30,TODOS,X,28,631,70.18909899888766,287,323,35.92880978865406
score_final,202305,50,TODOS,Y,193,1052,50.07139457401237,499,233,11.089957163255592
score_final,202305,20,TODOS,Y,0,2101,100.0,208,1004,47.786768205616376
score_final,202305,60,TODOS,X,247,367,40.82313681868743,596,27,3.0033370411568407
score_final,202305,60,TODOS,Y,257,860,40.93288910042837,598,91,4.33127082341742
score_final,202305,10,TODOS,X,0,899,100.0,93,551,61.29032258064516
score_final,202305,40,TODOS,Y,116,1262,60.06663493574488,402,439,20.894811994288435
score_final,202305,70,TODOS,X,320,281,31.25695216907675,708,5,0.5561735261401557
score_final,202305,90,TODOS,Y,499,233,11.089957163255592,893,0,0.0
score_final,202305,75,TODOS,Y,366,538,25.60685387910519,743,5,0.23798191337458352
score_final,202305,20,TODOS,X,0,899,100.0,194,434,48.275862068965516
score_final,202305,10,TODOS,Y,0,2101,100.0,104,1305,62.11327939076631
score_final,202305,100,TODOS,X,827,1,0.11123470522803114,1000,0,0.0
score_final,202305,95,TODOS,Y,564,128,6.092336982389338,941,0,0.0
score_final,202305,80,TODOS,X,395,187,20.800889877641822,808,1,0.11123470522803114
score_final,202305,85,TODOS,Y,448,334,15.897191813422179,842,0,0.0
score_final,202305,90,TODOS,X,480,99,11.012235817575084,902,0,0.0
score_final,202305,100,TODOS,Y,805,1,0.047596382674916705,1000,0,0.0
score_final,202305,50,TODOS,X,167,458,50.94549499443827,506,73,8.120133481646272
score_final,202305,85,TODOS,X,437,143,15.906562847608456,859,0,0.0
score_final,202305,30,TODOS,Y,35,1483,70.58543550690148,309,695,33.079485959067114
