score,safra,percentil,group_ab,group_xy,score_percentil,count,percent,score_baseline,count_baseline,percent_baseline
score_ext_1,202305,10,TODOS,TODOS,96,2673,89.87895090786819,104,2651,89.13920645595158
score_ext_1,202305,20,TODOS,TODOS,195,2376,79.89240080699395,208,2330,78.34566240753195
score_ext_1,202305,30,TODOS,TODOS,289,2108,70.88096839273706,309,2047,68.82985877605918
score_ext_1,202305,40,TODOS,TODOS,402,1798,60.45729657027572,402,1798,60.45729657027572
score_ext_1,202305,50,TODOS,TODOS,498,1504,50.571620712844656,499,1498,50.369872225958304
score_ext_1,202305,60,TODOS,TODOS,596,1210,40.68594485541359,598,1205,40.51782111634163
score_ext_1,202305,70,TODOS,TODOS,702,920,30.93476798924008,690,955,32.111634162743776
score_ext_1,202305,75,TODOS,TODOS,751,770,25.89105581708137,743,797,26.798924008069942
score_ext_1,202305,80,TODOS,TODOS,805,621,20.880968392737053,793,659,22.158708809683926
score_ext_1,202305,85,TODOS,TODOS,855,469,15.770006724949562,842,508,17.081371889710827
score_ext_1,202305,90,TODOS,TODOS,897,331,11.129791526563551,893,344,11.56691324815064
score_ext_1,202305,95,TODOS,TODOS,943,177,5.951580363147277,941,185,6.220578345662407
score_ext_1,202305,100,TODOS,TODOS,1000,6,0.20174848688634836,1000,6,0.20174848688634836
