score,safra,percentil,group_ab,group_xy,score_percentil,count,percent,score_baseline,count_baseline,percent_baseline
score_ext_1,202305,85,A,X,873,72,16.10738255033557,859,79,17.67337807606264
score_ext_1,202305,85,A,Y,848,171,15.921787709497206,842,178,16.573556797020483
score_ext_1,202305,30,B,Y,283,711,70.39603960396039,287,708,70.0990099009901
score_ext_1,202305,95,B,Y,936,62,6.138613861386139,933,66,6.534653465346535
score_ext_1,202305,40,B,Y,401,616,60.99009900990099,389,624,61.78217821782178
score_ext_1,202305,100,B,X,998,1,0.2257336343115124,999,0,0.0
score_ext_1,202305,75,B,Y,758,261,25.84158415841584,730,287,28.415841584158414
score_ext_1,202305,70,B,Y,703,314,31.08910891089109,682,330,32.67326732673268
score_ext_1,202305,30,A,Y,310,753,70.11173184357543,309,755,70.29795158286778
score_ext_1,202305,80,B,Y,801,211,20.89108910891089,780,235,23.26732673267327
score_ext_1,202305,50,A,Y,501,551,51.30353817504656,499,552,51.39664804469274
score_ext_1,202305,100,B,Y,1000,4,0.39603960396039606,1000,4,0.39603960396039606
score_ext_1,202305,95,A,X,952,28,6.263982102908278,947,32,7.158836689038031
score_ext_1,202305,80,A,Y,803,226,21.042830540037244,793,243,22.62569832402235
score_ext_1,202305,95,A,Y,942,65,6.052141527001862,941,66,6.145251396648044
score_ext_1,202305,90,B,Y,894,113,11.18811881188119,880,130,12.871287128712872
score_ext_1,202305,80,B,X,796,93,20.993227990970656,777,100,22.573363431151243
score_ext_1,202305,80,A,X,831,94,21.02908277404922,808,101,22.595078299776286
score_ext_1,202305,50,B,X,496,224,50.56433408577878,485,228,51.46726862302483
score_ext_1,202305,75,A,Y,748,282,26.256983240223462,743,288,26.81564245810056
score_ext_1,202305,10,B,X,73,404,91.19638826185101,90,395,89.1647855530474
score_ext_1,202305,75,A,X,760,115,25.727069351230426,760,115,25.727069351230426
score_ext_1,202305,60,B,X,579,181,40.85778781038375,593,174,39.27765237020316
score_ext_1,202305,60,A,X,600,182,40.7158836689038,596,183,40.939597315436245
score_ext_1,202305,100,A,Y,1000,1,0.0931098696461825,1000,1,0.0931098696461825
score_ext_1,202305,90,B,X,896,49,11.060948081264108,886,52,11.738148984198645
score_ext_1,202305,40,A,X,377,272,60.85011185682326,382,271,60.62639821029083
score_ext_1,202305,20,B,Y,186,818,80.990099009901,192,810,80.19801980198021
score_ext_1,202305,10,A,Y,89,974,90.68901303538175,104,961,89.47858472998138
score_ext_1,202305,10,B,Y,106,904,89.50495049504951,98,913,90.3960396039604
score_ext_1,202305,70,B,X,694,137,30.9255079006772,676,143,32.27990970654628
score_ext_1,202305,20,B,X,197,353,79.68397291196389,183,359,81.03837471783297
score_ext_1,202305,85,B,X,842,71,16.02708803611738,824,77,17.381489841986454
score_ext_1,202305,70,A,Y,696,334,31.098696461824954,690,339,31.564245810055862
score_ext_1,202305,75,B,X,743,115,25.95936794582393,722,122,27.539503386004515
score_ext_1,202305,85,B,Y,854,160,15.841584158415841,832,182,18.019801980198018
score_ext_1,202305,10,A,X,84,408,91.2751677852349,93,400,89.48545861297539
score_ext_1,202305,60,A,Y,599,441,41.06145251396648,598,442,41.154562383612664
score_ext_1,202305,40,B,X,399,268,60.496613995485326,387,272,61.39954853273137
score_ext_1,202305,50,A,X,481,228,51.006711409395976,506,219,48.99328859060403
score_ext_1,202305,90,A,X,910,49,10.961968680089486,902,53,11.856823266219239
score_ext_1,202305,100,A,X,1000,1,0.22371364653243847,1000,1,0.22371364653243847
score_ext_1,202305,70,A,X,708,139,31.096196868008946,708,139,31.096196868008946
score_ext_1,202305,90,A,Y,897,118,10.986964618249534,893,124,11.54562383612663
score_ext_1,202305,20,A,X,181,358,80.08948545861297,194,354,79.19463087248322
score_ext_1,202305,30,B,X,297,310,69.97742663656885,297,310,69.97742663656885
score_ext_1,202305,60,B,Y,597,411,40.69306930693069,578,429,42.475247524752476
score_ext_1,202305,95,B,X,941,27,6.094808126410835,931,32,7.223476297968396
score_ext_1,202305,40,A,Y,403,657,61.1731843575419,402,658,61.26629422718808
score_ext_1,202305,30,A,X,282,314,70.24608501118567,287,313,70.02237136465325
score_ext_1,202305,20,A,Y,194,865,80.54003724394786,208,850,79.14338919925513
score_ext_1,202305,50,B,Y,490,513,50.79207920792079,487,514,50.89108910891089
