score,safra,percentil,group_ab,group_xy,score_percentil,count,percent,score_baseline,count_baseline,percent_baseline
score_ext_1,202305,40,TODOS,X,384,543,61.01123595505618,382,543,61.01123595505618
score_ext_1,202305,95,TODOS,X,951,54,6.067415730337078,947,58,6.51685393258427
score_ext_1,202305,70,TODOS,Y,703,641,30.758157389635315,690,664,31.861804222648754
score_ext_1,202305,80,TODOS,Y,803,435,20.87332053742802,793,461,22.120921305182343
score_ext_1,202305,75,TODOS,X,746,231,25.955056179775283,760,221,24.831460674157306
score_ext_1,202305,30,TODOS,X,293,623,70.0,287,626,70.33707865168539
score_ext_1,202305,50,TODOS,Y,503,1043,50.047984644913626,499,1055,50.62380038387716
score_ext_1,202305,20,TODOS,Y,195,1671,80.18234165067179,208,1640,78.69481765834932
score_ext_1,202305,60,TODOS,X,585,364,40.89887640449438,596,355,39.8876404494382
score_ext_1,202305,60,TODOS,Y,602,842,40.40307101727447,598,851,40.83493282149712
score_ext_1,202305,10,TODOS,X,91,799,89.7752808988764,93,794,89.21348314606742
score_ext_1,202305,40,TODOS,Y,402,1269,60.89251439539347,402,1269,60.89251439539347
score_ext_1,202305,70,TODOS,X,703,276,31.011235955056183,708,270,30.337078651685395
score_ext_1,202305,90,TODOS,Y,897,228,10.9404990403071,893,237,11.372360844529751
score_ext_1,202305,75,TODOS,Y,756,537,25.767754318618042,743,563,27.01535508637236
score_ext_1,202305,20,TODOS,X,188,713,80.11235955056179,194,707,79.43820224719101
score_ext_1,202305,10,TODOS,Y,96,1881,90.25911708253359,104,1866,89.53934740882917
score_ext_1,202305,100,TODOS,X,1000,1,0.11235955056179776,1000,1,0.11235955056179776
score_ext_1,202305,80,TODOS,X,809,187,21.01123595505618,808,187,21.01123595505618
score_ext_1,202305,95,TODOS,Y,941,125,5.998080614203455,941,125,5.998080614203455
score_ext_1,202305,85,TODOS,Y,851,331,15.882917466410747,842,350,16.794625719769673
score_ext_1,202305,90,TODOS,X,903,98,11.01123595505618,902,101,11.348314606741573
score_ext_1,202305,100,TODOS,Y,1000,5,0.23992322456813817,1000,5,0.23992322456813817
score_ext_1,202305,50,TODOS,X,494,448,50.337078651685395,506,437,49.10112359550562
score_ext_1,202305,85,TODOS,X,857,143,16.06741573033708,859,141,15.842696629213481
score_ext_1,202305,30,TODOS,Y,304,1457,69.91362763915548,309,1443,69.24184261036469
