score,safra,percentil,group_ab,group_xy,score_percentil,count,percent,score_baseline,count_baseline,percent_baseline
score_final,202305,10,A,TODOS,0,1532,100.0,104,951,62.07571801566579
score_final,202305,20,A,TODOS,0,1532,100.0,208,734,47.911227154047
score_final,202305,30,A,TODOS,35,1083,70.69190600522192,309,519,33.87728459530026
score_final,202305,40,A,TODOS,113,926,60.44386422976501,402,313,20.430809399477805
score_final,202305,50,A,TODOS,185,776,50.65274151436031,499,155,10.117493472584856
score_final,202305,60,A,TODOS,258,629,41.05744125326371,598,57,3.720626631853786
score_final,202305,70,A,TODOS,329,467,30.48302872062663,690,9,0.5874673629242819
score_final,202305,75,A,TODOS,367,393,25.65274151436031,743,4,0.26109660574412535
score_final,202305,80,A,TODOS,400,321,20.953002610966056,793,2,0.13054830287206268
score_final,202305,85,A,TODOS,445,244,15.926892950391643,842,0,0.0
score_final,202305,90,A,TODOS,493,169,11.031331592689295,893,0,0.0
score_final,202305,95,A,TODOS,555,93,6.070496083550914,941,0,0.0
score_final,202305,100,A,TODOS,827,1,0.06527415143603134,1000,0,0.0
score_final,202305,10,B,TODOS,0,1468,100.0,98,911,62.05722070844687
score_final,202305,20,B,TODOS,0,1468,100.0,192,724,49.31880108991826
score_final,202305,30,B,TODOS,32,1027,69.95912806539509,287,525,35.76294277929155
score_final,202305,40,B,TODOS,103,894,60.89918256130791,389,335,22.82016348773842
score_final,202305,50,B,TODOS,178,748,50.95367847411444,487,173,11.78474114441417
score_final,202305,60,B,TODOS,247,600,40.87193460490463,578,77,5.245231607629427
score_final,202305,70,B,TODOS,318,453,30.858310626702995,682,15,1.021798365122616
score_final,202305,75,B,TODOS,359,379,25.817438692098094,730,4,0.2724795640326975
score_final,202305,80,B,TODOS,402,303,20.64032697547684,780,2,0.13623978201634876
score_final,202305,85,B,TODOS,444,234,15.940054495912806,832,0,0.0
score_final,202305,90,B,TODOS,496,159,10.831062670299728,880,0,0.0
score_final,202305,95,B,TODOS,554,89,6.062670299727521,933,0,0.0
score_final,202305,100,B,TODOS,790,1,0.06811989100817438,1000,0,0.0
