score,safra,percentil,group_ab,group_xy,score_percentil,count,percent,score_baseline,count_baseline,percent_baseline
score_final,202306,40,TODOS,X,111,548,60.82130965593785,382,218,24.195338512763595
score_final,202306,95,TODOS,X,572,55,6.104328523862375,947,0,0.0
score_final,202306,70,TODOS,Y,318,645,30.728918532634587,690,28,1.3339685564554549
score_final,202306,80,TODOS,Y,392,442,21.057646498332538,793,3,0.14292520247737017
score_final,202306,75,TODOS,X,373,232,25.749167591564927,760,0,0.0
score_final,202306,30,TODOS,X,36,633,70.25527192008879,287,334,37.06992230854606
score_final,202306,50,TODOS,Y,171,1061,50.54787994282992,499,230,10.95759885659838
score_final,202306,20,TODOS,Y,0,2099,100.0,208,949,45.2120057170081
score_final,202306,60,TODOS,X,259,369,40.95449500554939,596,44,4.8834628190899005
score_final,202306,60,TODOS,Y,247,858,40.876607908527866,598,94,4.478323010957599
score_final,202306,10,TODOS,X,0,901,100.0,93,578,64.15094339622641
score_final,202306,40,TODOS,Y,106,1259,59.98094330633636,402,426,20.295378751786565
score_final,202306,70,TODOS,X,332,281,31.187569367369587,708,3,0.3329633740288568
score_final,202306,90,TODOS,Y,500,230,10.95759885659838,893,0,0.0
score_final,202306,75,TODOS,Y,354,543,25.869461648404002,743,11,0.5240590757503573
score_final,202306,20,TODOS,X,0,901,100.0,194,457,50.72142064372919
score_final,202306,10,TODOS,Y,0,2099,100.0,104,1266,60.31443544545021
score_final,202306,100,TODOS,X,757,1,0.11098779134295228,1000,0,0.0
score_final,202306,80,TODOS,X,410,190,21.08768035516093,808,0,0.0
score_final,202306,95,TODOS,Y,572,125,5.955216769890424,941,0,0.0
score_final,202306,85,TODOS,Y,444,334,15.912339209147214,842,0,0.0
score_final,202306,90,TODOS,X,497,100,11.098779134295228,902,0,0.0
score_final,202306,100,TODOS,Y,809,1,0.04764173415912339,1000,0,0.0
score_final,202306,50,TODOS,X,197,455,50.49944506104328,506,95,10.543840177580465
score_final,202306,85,TODOS,X,449,145,16.09322974472808,859,0,0.0
score_final,202306,30,TODOS,Y,31,1472,70.12863268222964,309,669,31.872320152453547
