score,safra,percentil,group_ab,group_xy,score_percentil,count,percent,score_baseline,count_baseline,percent_baseline
score_final,202306,10,B,TODOS,0,1496,100.0,98,943,63.034759358288774
score_final,202306,20,B,TODOS,0,1496,100.0,192,737,49.26470588235294
score_final,202306,30,B,TODOS,32,1056,70.58823529411765,287,536,35.82887700534759
score_final,202306,40,B,TODOS,110,907,60.62834224598931,389,331,22.12566844919786
score_final,202306,50,B,TODOS,183,766,51.20320855614974,487,184,12.299465240641712
score_final,202306,60,B,TODOS,259,605,40.44117647058824,578,91,6.0828877005347595
score_final,202306,70,B,TODOS,323,464,31.016042780748666,682,26,1.7379679144385027
score_final,202306,75,B,TODOS,365,384,25.668449197860966,730,8,0.53475935828877
score_final,202306,80,B,TODOS,402,313,20.922459893048128,780,1,0.06684491978609625
score_final,202306,85,B,TODOS,456,239,15.975935828877006,832,0,0.0
score_final,202306,90,B,TODOS,510,164,10.962566844919785,880,0,0.0
score_final,202306,95,B,TODOS,581,90,6.016042780748663,933,0,0.0
score_final,202306,100,B,TODOS,809,1,0.06684491978609625,1000,0,0.0
score_final,202306,10,A,TODOS,0,1504,100.0,104,901,59.90691489361703
score_final,202306,20,A,TODOS,0,1504,100.0,208,675,44.880319148936174
score_final,202306,30,A,TODOS,29,1058,70.34574468085107,309,480,31.914893617021278
score_final,202306,40,A,TODOS,94,916,60.90425531914894,402,311,20.6781914893617
score_final,202306,50,A,TODOS,171,764,50.797872340425535,499,155,10.305851063829788
score_final,202306,60,A,TODOS,246,610,40.558510638297875,598,62,4.122340425531915
score_final,202306,70,A,TODOS,316,468,31.117021276595747,690,17,1.1303191489361704
score_final,202306,75,A,TODOS,356,389,25.86436170212766,743,5,0.3324468085106383
score_final,202306,80,A,TODOS,399,314,20.877659574468087,793,2,0.13297872340425532
score_final,202306,85,A,TODOS,442,239,15.89095744680851,842,0,0.0
score_final,202306,90,A,TODOS,495,165,10.970744680851062,893,0,0.0
score_final,202306,95,A,TODOS,564,90,5.98404255319149,941,0,0.0
score_final,202306,100,A,TODOS,801,1,0.06648936170212766,1000,0,0.0
