score,safra,percentil,group_ab,group_xy,score_percentil,count,percent,score_baseline,count_baseline,percent_baseline
score_final,202306,10,TODOS,TODOS,0,3000,100.0,104,1826,60.86666666666667
score_final,202306,20,TODOS,TODOS,0,3000,100.0,208,1385,46.166666666666664
score_final,202306,30,TODOS,TODOS,34,2094,69.8,309,973,32.43333333333333
score_final,202306,40,TODOS,TODOS,104,1826,60.86666666666667,402,624,20.8
score_final,202306,50,TODOS,TODOS,174,1537,51.233333333333334,499,328,10.933333333333334
score_final,202306,60,TODOS,TODOS,253,1213,40.43333333333333,598,136,4.533333333333333
score_final,202306,70,TODOS,TODOS,321,927,30.9,690,39,1.3
score_final,202306,75,TODOS,TODOS,358,784,26.13333333333333,743,13,0.4333333333333333
score_final,202306,80,TODOS,TODOS,403,621,20.7,793,3,0.1
score_final,202306,85,TODOS,TODOS,446,478,15.933333333333334,842,0,0.0
score_final,202306,90,TODOS,TODOS,498,333,11.1,893,0,0.0
score_final,202306,95,TODOS,TODOS,572,180,6.0,941,0,0.0
score_final,202306,100,TODOS,TODOS,809,1,0.03333333333333333,1000,0,0.0
