score,safra,percentil,group_ab,group_xy,score_percentil,count,percent,score_baseline,count_baseline,percent_baseline
score_final,202306,85,A,X,447,70,15.945330296127564,859,0,0.0
score_final,202306,85,A,Y,441,168,15.774647887323944,842,0,0.0
score_final,202306,30,B,Y,29,734,70.98646034816247,287,368,35.5899419729207
score_final,202306,95,B,Y,577,62,5.996131528046422,933,0,0.0
score_final,202306,40,B,Y,105,629,60.83172147001934,389,221,21.37330754352031
score_final,202306,100,B,X,757,1,0.21645021645021645,999,0,0.0
score_final,202306,75,B,Y,360,269,26.01547388781431,730,7,0.6769825918762089
score_final,202306,70,B,Y,322,319,30.851063829787233,682,18,1.7408123791102514
score_final,202306,80,B,Y,394,216,20.889748549323016,780,1,0.09671179883945842
score_final,202306,30,A,Y,30,745,69.95305164319248,309,333,31.26760563380282
score_final,202306,50,A,Y,162,541,50.7981220657277,499,108,10.140845070422536
score_final,202306,100,B,Y,809,1,0.09671179883945842,1000,0,0.0
score_final,202306,95,A,X,564,26,5.922551252847381,947,0,0.0
score_final,202306,80,A,Y,398,220,20.657276995305164,793,2,0.18779342723004694
score_final,202306,90,B,Y,510,114,11.02514506769826,880,0,0.0
score_final,202306,95,A,Y,565,64,6.009389671361502,941,0,0.0
score_final,202306,80,B,X,414,98,21.21212121212121,777,0,0.0
score_final,202306,80,A,X,408,92,20.956719817767656,808,0,0.0
score_final,202306,50,B,X,193,237,51.298701298701296,485,58,12.554112554112553
score_final,202306,75,A,Y,344,277,26.009389671361504,743,4,0.3755868544600939
score_final,202306,10,B,X,0,462,100.0,90,307,66.45021645021644
score_final,202306,75,A,X,375,113,25.740318906605925,760,0,0.0
score_final,202306,60,B,X,253,189,40.909090909090914,593,28,6.0606060606060606
score_final,202306,60,A,X,268,180,41.00227790432802,596,18,4.100227790432802
score_final,202306,100,A,Y,801,1,0.09389671361502347,1000,0,0.0
score_final,202306,90,B,X,496,52,11.255411255411255,886,0,0.0
score_final,202306,40,A,X,108,264,60.13667425968109,382,106,24.145785876993166
score_final,202306,20,B,Y,0,1034,100.0,192,500,48.35589941972921
score_final,202306,10,A,Y,0,1065,100.0,104,635,59.624413145539904
score_final,202306,10,B,Y,0,1034,100.0,98,644,62.28239845261122
score_final,202306,70,B,X,335,144,31.16883116883117,676,8,1.7316017316017316
score_final,202306,20,B,X,0,462,100.0,183,247,53.46320346320347
score_final,202306,85,B,X,457,75,16.233766233766232,824,0,0.0
score_final,202306,70,A,Y,316,326,30.610328638497652,690,13,1.2206572769953052
score_final,202306,75,B,X,368,120,25.97402597402597,722,1,0.21645021645021645
score_final,202306,85,B,Y,452,166,16.054158607350097,832,0,0.0
score_final,202306,10,A,X,0,439,100.0,93,273,62.1867881548975
score_final,202306,60,A,Y,239,432,40.563380281690144,598,45,4.225352112676056
score_final,202306,40,B,X,123,279,60.3896103896104,387,110,23.809523809523807
score_final,202306,50,A,X,190,224,51.025056947608206,506,45,10.250569476082005
score_final,202306,90,A,X,497,49,11.161731207289293,902,0,0.0
score_final,202306,100,A,X,746,1,0.22779043280182232,1000,0,0.0
score_final,202306,70,A,X,336,135,30.751708428246015,708,1,0.22779043280182232
score_final,202306,90,A,Y,494,118,11.07981220657277,893,0,0.0
score_final,202306,20,A,X,0,439,100.0,194,221,50.34168564920274
score_final,202306,30,B,X,35,329,71.21212121212122,297,163,35.28138528138528
score_final,202306,60,B,Y,260,418,40.42553191489361,578,60,5.802707930367505
score_final,202306,95,B,X,584,29,6.277056277056277,931,0,0.0
score_final,202306,40,A,Y,93,647,60.75117370892019,402,215,20.187793427230048
score_final,202306,30,A,X,25,312,71.07061503416855,287,166,37.81321184510251
score_final,202306,50,B,Y,175,527,50.967117988394584,487,126,12.18568665377176
score_final,202306,20,A,Y,0,1065,100.0,208,464,43.56807511737089
